full_date,date,weekday,time,mood,activities,note_title,note
2020-06-15,Jun 15,Monday,11:21 PM,okay,family | friends | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","Jude’s Birthday spent a lot of time with him, Cosmo might have cancer, thinking about Caitlin a little, watched inspirational YouTube video super motivated to do stuff, looking for internship maybe with Cameron’s Dads company "
2020-06-14,Jun 14,Sunday,11:07 PM,okay,family | friends | Ventura | chest / core | mountain dew | church | reading | gaming,"","Vcs with Jude b-day tomorrow, alternate between 2k and reading(House of Hades), Church about God’s grace"
2020-06-13,Jun 13,Saturday,11:35 PM,okay,family | Ventura | chest / core | mountain dew | reading | gaming,"","Hours on stats music project, got bored, alternate between 2k and reading(House of Hades), peak of my looks?"
2020-06-12,Jun 12,Friday,11:40 PM,okay,family | friends | Ventura | hip strengthen  | chest / core | mountain dew | reading | gaming,"","PT appointment work on posture, drive by graduation, Panera for dinner, worked on stats project finished putting in all songs and working on bar codes"
2020-06-11,Jun 11,Thursday,10:58 PM,okay,family | Ventura | hip strengthen  | chest / core | run | reading | gaming,"","Went to Kaiser got shot, ran 3 mins knees hurt, finished Mark of Athena, grinding 2k for Larry Bird, Entering Songs for Stats project "
2020-06-10,Jun 10,Wednesday,11:10 PM,okay,family | friends | Ventura | chest / core | reading | gaming,"","Spark Day 2, feeling like an adult, Kyan’s Birthday, laptop can’t do gaming, turn anger into motivation, applied to more jobs"
2020-06-09,Jun 9,Tuesday,9:25 PM,okay,family | friends | Ventura | hip strengthen  | chest / core | reading | gaming,"","Spark Day 1, registered for classes"
2020-06-08,Jun 8,Monday,10:19 PM,okay,family | friends | Ventura | hip strengthen  | biking | chest / core | reading | gaming,"","Knee swollen day 2, laptop came but was faulty, finished Son of Neptune"
2020-06-07,Jun 7,Sunday,11:03 PM,okay,family | friends | Ventura | chest / core | mountain dew | church | reading | gaming | jackbox ,"","Knee swelling up from bug bite?, Son of Neptune is so good, "
2020-06-06,Jun 6,Saturday,11:45 PM,good,family | friends | Ventura | chest / core | ultimate frisbee | mountain dew | reading | gaming,"","Ultimate frisbee won both games, Chipotle and Walmart(4 Dew), finished the Lost Hero, Parkour Saturday(hardest map ever)"
2020-06-05,Jun 5,Friday,8:43 PM,okay,family | friends | school | Ventura | chest / core | ultimate frisbee | reading | gaming,"","Walk with Mom talk about Uncle Steve alcoholic and my flaw is not expressing myself, last stats meeting, frisbee with Dad, knee hurt"
2020-06-04,Jun 4,Thursday,8:06 PM,okay,family | friends | Ventura | hip strengthen  | chest / core | run | mountain dew | reading | gaming,"","Speed run, Read the Lost Hero, fell asleep early "
2020-06-03,Jun 3,Wednesday,9:35 PM,good,family | Ventura | chest / core | mountain dew | reading,"","Graduation, time with aunt and uncle’s, finished last Percy Jackson book, I want to love someone"
2020-06-02,Jun 2,Tuesday,12:00 AM,okay,family | school | Ventura | hip strengthen  | chest / core | run | mountain dew | reading | gaming,"","Haircut + shoes, blackout day on insta, finished battle of labyrinth and am half way through Last Olympian, it’s really sad I’m almost done with the book "
2020-06-01,Jun 1,Monday,11:30 PM,okay,family | friends | school | Ventura | hip strengthen  | biking | chest / core | mountain dew | reading | gaming,"","Went with Mom to get shoes, reading lets me live in the fantasy, Overwatch with Zach and Cameron"
2020-05-31,May 31,Sunday,11:10 PM,okay,family | reading | gaming,"","Church service about gratefulness, finished 2nd Percy Jackson book 2/3 way done with 3rd, finished Limitless, kinda have a crush on Anabeth"
2020-05-30,May 30,Saturday,12:30 AM,good,family | friends | chest / core | ultimate frisbee | mountain dew | reading | gaming,"","Read a lot of Percy Jackson finished first book, frisbee with Dad, riots in LA, found old diary book"
2020-05-29,May 29,Friday,11:12 PM,okay,family | friends | school | hip strengthen  | chest / core | run | reading | gaming,"","Mrs.Thayer lunch, Riots about black guy dying, mystery packs 2k, talking to Jude about Kyan’s gift "
2020-05-28,May 28,Thursday,11:23 PM,okay,family | friends | school | hip strengthen  | chest / core | mountain dew | reading | gaming,"","Teacher gifts with Mom, Calc video, vc time with Jude Cameron Jacob, wish I had an Annabeth "
2020-05-27,May 27,Wednesday,11:46 PM,okay,school | biking | chest / core | reading,"","Mostly alone time reading/watching Netflix which are both pretty epic, spent long time in Stats meeting, worked on calc poster all morning "
2020-05-26,May 26,Tuesday,10:37 PM,okay,family | school | hip strengthen  | biking | chest / core | mountain dew | reading | gaming,"","Flying solo today, reading HP and found new Netflix show called Limitless, joked around with Caitlin a little on school server, plan is not being her back in my life "
2020-05-25,May 25,Monday,8:53 PM,okay,family | friends | chest / core | ultimate frisbee | reading | gaming,"","Lots of league, father son time playing frisbee and getting snapper jacks, decided not to play league 5v5, conflicted on whether to let Caitlin back into my life"
2020-05-24,May 24,Sunday,9:36 PM,okay,friends | hip strengthen  | biking | chest / core | gaming,"","Marquette forms, lots of league, little interaction with Caitlin, fell asleep at 7 randomly "
2020-05-23,May 23,Saturday,11:59 PM,okay,friends | hip strengthen  | biking | chest / core | ultimate frisbee | mountain dew | gaming,"","League 5v5 against Caitlin, won all 3 rekt her lane 10/0/7 and then she said Joey set everything up, frisbee alone at park, played league most of day "
2020-05-22,May 22,Friday,10:46 PM,good,family | friends | school | hip strengthen  | chest / core | ultimate frisbee | mountain dew | reading | gaming,"","Ap Stats test, stats call with Oxnard High School, ultimate frisbee with Dad, opal Issah Thomas"
2020-05-21,May 21,Thursday,11:41 PM,okay,family | friends | school | chest / core | ultimate frisbee | run | reading | gaming,"","Learned how to throw frisbee forehand, grinding AP stats, vcs with Cameron, tried running only went 1.25 miles, getting stronger "
2020-05-20,May 20,Wednesday,12:27 AM,good,family | friends | school | chest / core | reading | gaming,"","Galaxy opal Giannis, 2 hour stats call and mock test, talk with Huy, late night nostalgia and dancing to music "
2020-05-19,May 19,Tuesday,11:09 PM,okay,friends | school | chest / core | run | reading | gaming,"","Went on a run, unproductive, have I ever with Kyan, messages the I’m black thing "
2020-05-18,May 18,Monday,11:37 PM,okay,family | friends | school | chest / core | ultimate frisbee | reading | gaming,"","Stats meeting, productive day 3, frisbee with Dad and sister, GTA night w/ Cam and Jude, God should replace the void Caitlin left, I’m more to myself last couple days with being separated from Sophomores"
2020-05-17,May 17,Sunday,11:37 PM,good,family | friends | chest / core | ultimate frisbee | reading | gaming,"","Day 3 of being productive, church(charity), frisbee with Dad and sister at park, it’s a different kind of happy "
2020-05-16,May 16,Saturday,11:18 PM,good,family | friends | dming caitlin | chest / core | ultimate frisbee | reading | gaming,"","Another productive day, beach frisbee with Dad, Mountain Dew Violet, parkour Saturday Champion"
2020-05-15,May 15,Friday,11:17 PM,okay,friends | school | reading | gaming,"","Very productive day, cap and gown, mock stats Ap test, Jordan mindset, itching to play ultimate frisbee "
2020-05-14,May 14,Thursday,4:40 AM,okay,friends | school | dming caitlin | gaming,"","Joeys B-Day Drive by"
2020-05-13,May 13,Wednesday,12:46 AM,okay,family | friends | school | reading | gaming,"","Mostly just gaming, stats mock AP test, getting ready for Joeys b-day"
2020-05-12,May 12,Tuesday,12:45 AM,okay,friends | school | reading | gaming,"","Calc AB test, looking at Jude’s card, reconnect with Joey, I am taking the high ground "
2020-05-11,May 11,Monday,10:50 PM,bad,family | friends | dming caitlin | reading | gaming,"","Really good League games especially two with Brianna, AP Gov test, Me and Caitlin are done talking "
2020-05-10,May 10,Sunday,9:41 PM,meh,family | friends | gaming,"","Last day to study gov, Mother’s Day, snapping Kyan, Caitlin mad at me for something "
2020-05-09,May 9,Saturday,11:33 PM,good,friends | dming caitlin | reading | gaming,"","Mountain Dew deliveries, saw Caitlin 😳, ton of gov work, really good league games, 1 game with Brianna"
2020-05-08,May 8,Friday,11:46 PM,okay,friends | school | dming caitlin | reading | gaming,"","Lots of school work, first day not having feelings, not awkward with Brianna, getting better at League, parents getting pay cut"
2020-05-07,May 7,Thursday,9:48 AM,okay,friends | school | dming caitlin | reading | gaming,"","AP gov dump, not much Brianna, stats mock AP test, late night talking to Kyan and told Brianna I liked her "
2020-05-06,May 6,Wednesday,9:53 AM,okay,friends | school | dming caitlin | reading | gaming,"","Instagram dm Brianna, league of legends a lot w/ B, late night talk with Kyan"
2020-05-05,May 5,Tuesday,10:46 PM,okay,friends | school | dming caitlin | reading | gaming,"","Lots of school work, lots of League, Brianna joined in playing league, Ewing banter cyber bullying "
2020-05-04,May 4,Monday,12:20 AM,meh,friends | school | dming caitlin | reading | gaming,"","Dream about Brianna, did like no school work, league of legends, talked to Kyla,Caitlin, and Joey about Brianna"
2020-05-03,May 3,Sunday,7:35 PM,meh,family | friends | reading | gaming,"","Really tired, had to pick up Mom + Blenders, trash nap, I have to fucking fight back feelings again, everyone’s playing league now leaving me to do nothing "
2020-05-02,May 2,Saturday,3:32 AM,good,friends | dming caitlin | gaming,"","Parkour Saturday, biked to Caitlins house to give voltage, Gave Cameron pizza and Edison Dew, got Dewed up, won parkour map, Briana, late night talk to Jacob and Jude"
2020-05-01,May 1,Friday,9:56 PM,okay,friends | school | dming caitlin | reading | gaming,"","Senior gifts: donuts(Hanchey) and candy(Matts), Scorpy parade and Jones House, movie night which I ditched, feeling confused about feelings"
2020-04-30,Apr 30,Thursday,11:56 PM,good,friends | school | dming caitlin | reading | gaming,"","Getting to know Briana more 2 hour talk, Marquette Data Science chat, Dewed up “take off your pants” "
2020-04-29,Apr 29,Wednesday,11:35 PM,okay,family | friends | school | dming caitlin | gaming,"","Dream with Disney land and Caitlin, Minecraft realm, opened up to Briana, Black beds on Caitlins house"
2020-04-28,Apr 28,Tuesday,9:43 PM,okay,friends | school | dming caitlin | reading | gaming,"","Mostly doing school work alone, Marquette housing video, Jordan documentary, Jacob Minecraft realm, Jacked up after seeing Caitlin with westlake boys... again"
2020-04-27,Apr 27,Monday,8:16 PM,meh,friends | school | dming caitlin | gaming,"","Unproductive mood, no sticky note, Westlake boys"
2020-04-26,Apr 26,Sunday,11:29 PM,good,friends | dming caitlin | gaming,"","day 4,School work done early, went walking, kinda horny but just made it through, quality vcs with Cait skyward"
2020-04-25,Apr 25,Saturday,11:31 PM,okay,friends | dming caitlin | gaming,"","Delivery Dew for Cameron, NBA 2k Dad bet, movie night (spirited away), Caitlin said October is happening again"
2020-04-24,Apr 24,Friday,9:49 PM,okay,friends | school | dming caitlin | run | gaming,"","Day 2, NBA2k multiplayer, Running while really hot, Stats google meet talking to Montijo, dammit feelings "
2020-04-23,Apr 23,Thursday,10:16 PM,okay,friends | school | dming caitlin | gaming,"","Day 1, Not very school productive, NFL draft, wrestling with feelings"
2020-04-22,Apr 22,Wednesday,11:42 PM,okay,friends | school | dming caitlin | gaming,"","I fucked up and lost the streak, got a lot of school work done, interview with Mrs.Stivers, Sky Wars with Caitlin feeling a little something, The Last Dance documentary "
2020-04-21,Apr 21,Tuesday,10:28 PM,okay,family | friends | school | dming caitlin | gaming,"","Interview with senior adoption lady, scholarship essays, Marquette SoCal call(asked most questions) , really tired"
2020-04-20,Apr 20,Monday,10:25 PM,good,family | friends | school | dming caitlin | run | gaming,"","4/20, killed it in Calc, ran, got really Dewed up, talked to Emily from Marquette, friend Caitlin is pretty cool, cards against humanity, left on seen "
2020-04-19,Apr 19,Sunday,12:26 AM,okay,friends | gaming,"","Slept in and tired, Snapchated Marquette guy about Dew, Bed Wars with Briana, Internet restrictions are back, 4/20 tomorrow "
2020-04-18,Apr 18,Saturday,3:26 AM,okay,friends | reading | gaming,"","Really Dewed up, up till 3 am trying to get Yao Ming"
2020-04-17,Apr 17,Friday,11:20 PM,okay,family | friends | dming caitlin | run | reading | gaming,"","Math office hours, went on run, made Facebook post, watched coding video, OW Thomas game"
2020-04-16,Apr 16,Thursday,1:31 AM,good,family | friends | dming caitlin | reading | gaming,"","Bro time w/Jude and Cameron, bed Wars with Dylan,Briana,Kyan, Aunt’s came over to house, crazy night with Dylan memes to Joeys gf and thinking of Facebook comment, 5 convos at the same time "
2020-04-15,Apr 15,Wednesday,1:41 AM,okay,friends | dming caitlin | reading | gaming,"","To do list, cards against humanity, talked to Kyan late "
